Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Function `decode_range_query_info` is buggy,FABP-230,40064,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Medium,Done,Kelvin_Moutet,Kelvin_Moutet,Kelvin_Moutet,22/May/19 11:39 PM,24/May/19 11:44 AM,28/Oct/23 2:25 AM,24/May/19 11:44 AM,,,,,0,,,The function `decode_range_query_info` does not work in case of `raw_reads` informations,,Kelvin_Moutet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00osk:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),Kelvin_Moutet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Event Hub minor fix push-> append,FABP-231,40096,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Highest,Done,Kelvin_Moutet,GuillaumeCisco,GuillaumeCisco,23/May/19 6:02 PM,24/May/19 11:43 AM,28/Oct/23 2:25 AM,24/May/19 11:43 AM,,,,,0,,,Fix minor bug which use push instead of append in channel_eventhub,,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00oy4:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add discovery example in tutorial,FABP-232,40125,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Medium,Done,Kelvin_Moutet,Kelvin_Moutet,Kelvin_Moutet,24/May/19 9:45 PM,26/Jun/19 9:48 PM,28/Oct/23 2:25 AM,26/Jun/19 9:48 PM,,,,,0,,,,,Kelvin_Moutet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00p4c:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),Kelvin_Moutet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dependencys in requirements.txt and requirements-test.txt are not pinned and incompatible with newst versions,FABP-233,40229,,Bug,Closed,FABP,Fabric SDK Python,software,baohua,,,Medium,Done,Kelvin_Moutet,btl5037,btl5037,31/May/19 4:13 AM,26/Jun/19 10:31 PM,28/Oct/23 2:25 AM,26/Jun/19 10:31 PM,,,,,0,,,In requirements-test.txt for venv Docker Compose is set to `>= 1.7.0` Docker is set to `>= 3.0.0` and in requirements.txt requests is set to `>= 2.12.4` these set of requirements are no longer compatible with each other since Compose 1.24 and Docker 4.0 hit the pip repository. These requirements should be pinned to versions that are known to work with the current testing framework,,btl5037,Kelvin_Moutet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00ppg:",,,,Unset,Unset,,,,"start with a fresh environment
run `make checks`",,Unset,,,,,,Unset,,Unset,,(Please add usage information),btl5037,Kelvin_Moutet,,,,,,,,"26/Jun/19 10:16 PM;Kelvin_Moutet;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/32095/];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remove cc_version from chaincode_query and chaincode_invoke,FABP-234,40542,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Medium,Done,Kelvin_Moutet,Kelvin_Moutet,Kelvin_Moutet,13/Jun/19 12:37 AM,20/Jun/19 4:53 PM,28/Oct/23 2:25 AM,20/Jun/19 4:53 PM,,,,,0,,,As cc_version is useless during query and invoke we can safely remove this argument.,,Kelvin_Moutet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00r9o:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),Kelvin_Moutet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutual TLS with Orderer,FABP-235,40546,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Medium,Done,GuillaumeCisco,GuillaumeCisco,GuillaumeCisco,13/Jun/19 5:12 PM,13/Jun/19 10:05 PM,28/Oct/23 2:25 AM,13/Jun/19 10:05 PM,,,,,0,,,Currently the Mutual TLS with the orderer does not work.,,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00rak:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,"13/Jun/19 5:29 PM;GuillaumeCisco;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/31885];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaincode with multiple folder,FABP-236,40549,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Medium,Done,GuillaumeCisco,GuillaumeCisco,GuillaumeCisco,13/Jun/19 5:40 PM,13/Jun/19 10:02 PM,28/Oct/23 2:25 AM,13/Jun/19 10:02 PM,,,,,0,,,Currently we cannot send a chaincode with  several folders if one of the folders does not contain a file.,,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00ras:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,"13/Jun/19 5:43 PM;GuillaumeCisco;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/31886/];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create update/upgrade methods,FABP-237,40550,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Medium,Done,GuillaumeCisco,GuillaumeCisco,GuillaumeCisco,13/Jun/19 5:45 PM,20/Jun/19 6:14 PM,28/Oct/23 2:25 AM,20/Jun/19 6:14 PM,,,,,0,,,,,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00rb0:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,"13/Jun/19 6:51 PM;GuillaumeCisco;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/31889];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Support gencrl option in revoke,FABP-238,40713,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Highest,Done,GuillaumeCisco,GuillaumeCisco,GuillaumeCisco,20/Jun/19 6:19 PM,20/Jun/19 8:55 PM,28/Oct/23 2:25 AM,20/Jun/19 8:55 PM,,,,,0,,,,,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00s5o:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,"20/Jun/19 6:20 PM;GuillaumeCisco;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/32000];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix empty signing_identity,FABP-239,40734,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Highest,Done,,GuillaumeCisco,GuillaumeCisco,21/Jun/19 6:57 PM,21/Jun/19 9:25 PM,28/Oct/23 2:25 AM,21/Jun/19 9:24 PM,,,,,0,,,,,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00s98:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,"21/Jun/19 7:01 PM;GuillaumeCisco;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/32018];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Support gencrl in revoke,FABP-240,40735,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Highest,Invalid,GuillaumeCisco,GuillaumeCisco,GuillaumeCisco,21/Jun/19 7:15 PM,21/Jun/19 7:16 PM,28/Oct/23 2:25 AM,21/Jun/19 7:16 PM,,,,,0,,,,,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00s9g:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Package Chaincode with multiple folders,FABP-241,40789,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Highest,Done,GuillaumeCisco,GuillaumeCisco,GuillaumeCisco,25/Jun/19 9:22 PM,26/Jun/19 9:48 PM,28/Oct/23 2:25 AM,26/Jun/19 9:48 PM,,,,,0,,,,,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00sjw:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,"25/Jun/19 9:24 PM;GuillaumeCisco;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/32063/];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaincode Archive Package,FABP-242,40801,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Highest,Done,GuillaumeCisco,GuillaumeCisco,GuillaumeCisco,26/Jun/19 7:19 PM,27/Jun/19 10:13 AM,28/Oct/23 2:25 AM,27/Jun/19 10:13 AM,,,,,0,,,"There is currently an issue when creating the tar.gz archive for the chaincode with same data.
The hash of two archives created with same data will be different due to the gzip protocol and its implementation in the python library:
[http://www.onicos.com/staff/iz/formats/gzip.html]
[https://github.com/python/cpython/blob/master/Lib/tarfile.py#L420]

Unfortunately it will trigger chaincode fingerprint data mismatch when querying from peers with not the same chaincode.
This issue can be solved by directly using the `packaged_cc` in the `chaincode_install` method but this is not ideal.

Furthermore, some info need to be reset on the compressed files as described here: 

https://jira.hyperledger.org/browse/FAB-7065?page=com.atlassian.jira.plugin.system.issuetabpanels%3Acomment-tabpanel&showAll=true

And in the code: [https://github.com/hyperledger/fabric/blob/release-1.4/core/container/util/writer.go#L208]

 

We should update the python code for fixing this issue.

 ",,baohua,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00smc:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),baohua,GuillaumeCisco,,,,,,,,"26/Jun/19 7:21 PM;GuillaumeCisco;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/32094];;;","27/Jun/19 9:50 AM;baohua;The mismatch issue is a known issue in fabric community, the recommended workaround is use package first.

However, it would be convenient if python SDK could mitigate this, too.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,
Endorsment Policies transformation,FABP-243,40805,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Medium,Done,GuillaumeCisco,GuillaumeCisco,GuillaumeCisco,27/Jun/19 12:29 AM,27/Jun/19 11:18 PM,28/Oct/23 2:25 AM,27/Jun/19 11:18 PM,,,,,0,,,"Basically it transforms endorsment policies [https://hyperledger-fabric.readthedocs.io/en/release-1.4/endorsement-policies.html] from string format to python dict and the opposite way.
policy declared like `{{OR('Org1.member', 'Org2.member')}}` will be transformed as:

 

{{```
 {        'identities': [
            { 'role': { 'name': 'member', 'mspId': 'Org1' }},
            { 'role': { 'name': ""member', 'mspId': 'Org2' }},
        ],        'policy': {            '1-of': [{ 'signed-by': 0}, { 'signed-by': 1 },]
        }
    }}}",,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00sn8:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,"27/Jun/19 4:24 PM;GuillaumeCisco;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/32109];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Better support client cert/key for mutual tls,FABP-244,40814,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Medium,Done,,Kelvin_Moutet,Kelvin_Moutet,27/Jun/19 9:45 PM,28/Jun/19 11:36 PM,28/Oct/23 2:25 AM,28/Jun/19 4:40 PM,,,,,0,,,[https://fabric-sdk-node.github.io/release-1.4/tutorial-mutual-tls.html],,Kelvin_Moutet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00sp8:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),Kelvin_Moutet,,,,,,,,,"27/Jun/19 9:49 PM;Kelvin_Moutet;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/32112];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix decode_last_config_sequence_number,FABP-245,41007,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Highest,Done,GuillaumeCisco,GuillaumeCisco,GuillaumeCisco,11/Jul/19 9:45 PM,11/Jul/19 11:41 PM,28/Oct/23 2:25 AM,11/Jul/19 11:41 PM,,,,,0,,,Init correctly decode_last_config_sequence_number function,,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00tqk:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,"11/Jul/19 9:47 PM;GuillaumeCisco;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/32267];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix collections_configs request,FABP-246,41010,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Highest,Done,GuillaumeCisco,GuillaumeCisco,GuillaumeCisco,11/Jul/19 10:49 PM,11/Jul/19 11:41 PM,28/Oct/23 2:25 AM,11/Jul/19 11:41 PM,,,,,0,,,,,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00tr8:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,"11/Jul/19 10:56 PM;GuillaumeCisco;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/32269/];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix collections_configs request,FABP-247,41011,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Highest,Duplicate,GuillaumeCisco,GuillaumeCisco,GuillaumeCisco,11/Jul/19 10:49 PM,11/Jul/19 10:50 PM,28/Oct/23 2:25 AM,11/Jul/19 10:50 PM,,,,,0,,,,,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00trg:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Event Hub connect options,FABP-248,41358,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,High,Done,,GuillaumeCisco,GuillaumeCisco,23/Jul/19 1:14 AM,03/Aug/19 1:27 AM,28/Oct/23 2:25 AM,03/Aug/19 1:27 AM,,,,,0,,,"Implement Channel Event Hub remaining options:
 * signedEvent
 * target
 * as_array

connect method: [https://fabric-sdk-node.github.io/release-1.4/global.html#ConnectOptions]",,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00ur8:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,"25/Jul/19 9:27 PM;GuillaumeCisco;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/32500/];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remove tox py 30,FABP-249,41439,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Highest,Done,GuillaumeCisco,GuillaumeCisco,GuillaumeCisco,26/Jul/19 5:33 PM,05/Aug/19 5:37 PM,28/Oct/23 2:25 AM,05/Aug/19 5:37 PM,,,,,0,,,"As [https://github.com/ReactiveX/RxPY] as been updated to its last version (3.0.1),

We no longer need to test against python 3.0 as described:
RxPY v3.x runs on [Python|http://www.python.org/] 3.6 or above. To install RxPY

 

It will also reduce the time of jenkins build which are very close to the 20min timeout",,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00v5f:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,"26/Jul/19 5:35 PM;GuillaumeCisco;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/32532];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
block decoder filtered chaincode_actions,FABP-250,41440,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Medium,Done,GuillaumeCisco,GuillaumeCisco,GuillaumeCisco,26/Jul/19 5:39 PM,30/Jul/19 6:25 AM,28/Oct/23 2:25 AM,30/Jul/19 6:25 AM,,,,,0,,,Fix chaincode_actions on filtered block,,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00v5n:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,"26/Jul/19 5:45 PM;GuillaumeCisco;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/32533];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rework Channel Event Hub create_seek_info,FABP-251,41441,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Medium,Done,GuillaumeCisco,GuillaumeCisco,GuillaumeCisco,26/Jul/19 5:54 PM,05/Aug/19 5:37 PM,28/Oct/23 2:25 AM,05/Aug/19 5:37 PM,,,,,0,,,"Rework for handling start/stop special string like oldest, newest, last_seen and FAIL_IF_NOT_READY behavior",,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00v5v:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,"26/Jul/19 6:15 PM;GuillaumeCisco;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/32534];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
New release v0.8.1,FABP-252,41452,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Highest,Done,MichaelWang,MichaelWang,MichaelWang,26/Jul/19 11:20 PM,05/Aug/19 5:36 PM,28/Oct/23 2:25 AM,05/Aug/19 5:36 PM,,,,,0,,,New release v0.8.1,,MichaelWang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00v7n:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MichaelWang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add OnError callback for channel Event Service,FABP-253,41700,,Task,To Do,FABP,Fabric SDK Python,software,baohua,,,Medium,,,GuillaumeCisco,GuillaumeCisco,08/Aug/19 10:08 PM,08/Aug/19 10:09 PM,28/Oct/23 2:25 AM,,,,,,0,,,,,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00wir:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add main support fabric version into docs,FABP-254,41701,,Task,In Progress,FABP,Fabric SDK Python,software,baohua,,,Medium,,,baohua,baohua,08/Aug/19 10:20 PM,01/Mar/20 2:46 PM,28/Oct/23 2:25 AM,,,,,,0,,,"We are supporting fabric 1.4 LTS now.

1.4 LTS will be supported by fabric team in 2020.",,baohua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00wiz:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),baohua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idemix support,FABP-255,41731,,Task,Backlog,FABP,Fabric SDK Python,software,baohua,,,High,,,GuillaumeCisco,GuillaumeCisco,12/Aug/19 5:40 PM,22/Aug/19 7:08 AM,28/Oct/23 2:25 AM,,,,,,0,,,Support idemix feature,,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00wo3:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,"12/Aug/19 5:54 PM;GuillaumeCisco;draft: [https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/32841];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missed configtxgen binaries in travis CI,FABP-256,41956,,Story,Closed,FABP,Fabric SDK Python,software,baohua,,,Medium,Done,DexHunter,baohua,baohua,22/Aug/19 7:07 AM,01/Mar/20 2:45 PM,28/Oct/23 2:25 AM,01/Mar/20 2:18 PM,,,,,0,,,"travis CI keeps failing, e.g., in [https://github.com/hyperledger/fabric-sdk-py/runs/184156665].",,baohua,DexHunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00xur:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),baohua,DexHunter,,,,,,,,"01/Mar/20 2:18 PM;DexHunter;fixed https://github.com/hyperledger/fabric-sdk-py/commit/589ee39145c146d38ba5312d9cb2f315724b0035;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update README and tutorial,FABP-257,41957,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Medium,Done,baohua,baohua,baohua,22/Aug/19 7:13 AM,23/Aug/19 2:56 PM,28/Oct/23 2:25 AM,23/Aug/19 2:56 PM,,,,,0,,,"Kind of out-of-dated.

Need to update the setup part and the tutorials.",,baohua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00xuz:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),baohua,,,,,,,,,"22/Aug/19 7:31 AM;baohua;[https://gerrit.hyperledger.org/r/#/c/fabric-sdk-py/+/33108];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaincode upgrade hotfix,FABP-258,42207,,Task,Closed,FABP,Fabric SDK Python,software,baohua,,,Highest,Done,GuillaumeCisco,GuillaumeCisco,GuillaumeCisco,06/Sep/19 5:45 PM,26/Sep/19 10:34 PM,28/Oct/23 2:25 AM,26/Sep/19 10:34 PM,,,,,0,,,HotFix for chaincode_upgrade method after refactoring of channel event hub,,GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00zdn:",,,,Unset,Unset,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),GuillaumeCisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
