Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (External issue ID),Custom field (Flagged),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Seth and Truffle/web3 compatibility,STL-1431,33665,,Improvement,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,adamludvik,ytannus,ytannus,12/Sep/18 12:12 AM,21/May/19 11:33 PM,28/Oct/23 3:34 AM,,,,,,Seth,,,,,,1,Needs-Review,,,,,"Hello, I'm testing seth as a good alternative for implement private blockchain dapps for ethereum developers (mainly using Truffle framework).

I started docker containers without problem, seth unlocking alias account and created a truffle project with a small test contract in solidity:
{code:java}
pragma solidity ^0.4.19;
contract Person {
    bytes32 name;
    constructor() public { name = keccak256('abc');  }
    function getName() public view returns(bytes32) { return name; }
}
{code}
 

Deployment works fine, but when I'm trying to call to contract function I got ""method not implemented"" error

!https://chat.hyperledger.org/file-upload/AkK7Dcb7tR3aAqSyk/Clipboard%20-%20September%2011,%202018%2010:41%20AM!

It seems that seth is not compatible with web3 (raw transactions)

really could be great if seth has full compatibility with truffle/web3, IMHO without that there is no sense to use it :(",,benjamincburns,cliveb,ytannus,zestxjest,,,,,,,,,,,STL-1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,,,Unset,No,,,"1|hzzqfz:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),benjamincburns,cliveb,ytannus,zestxjest,,,,,"12/Sep/18 8:52 AM;cliveb;Silas Davis <silas=monax.io> via Lists.Hyperledger.org  reported that all Solidity code should work on Burrow's EVM. (Seth does need a [Burrow|https://github.com/hyperledger/burrow] upgrade though for the REVERT opcode). 

 ;;;","12/Sep/18 11:05 AM;zestxjest;similiar problem here:
{code:java}
//代码占位符
dapptoken.totalSupply()
Error: Method not implemented
    at XMLHttpRequest._onHttpResponseEnd (/Users/dean/.nvm/versions/node/v8.11.2/lib/node_modules/truffle/build/webpack:/~/xhr2/lib/xhr2.js:509:1)
    at XMLHttpRequest._setReadyState (/Users/dean/.nvm/versions/node/v8.11.2/lib/node_modules/truffle/build/webpack:/~/xhr2/lib/xhr2.js:354:1)
    at XMLHttpRequestEventTarget.dispatchEvent 
{code};;;","02/Oct/18 12:47 AM;benjamincburns;Ben from Truffle here. This is happening because seth doesn't implement `eth_call`. I'm working on a special provider which adds support for this method on the client side. This isn't the final repo location, but you can see my WIP at [https://github.com/benjamincburns/truffle-sawtooth-seth-provider]

 

When using that provider (still highly experimental), this is no longer an issue.;;;",,,,,,,,
Create outline for SGX & non-SGX sys admin procedures,STL-1432,33672,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,achenette,achenette,achenette,12/Sep/18 7:08 AM,15/Sep/18 5:45 AM,28/Oct/23 3:34 AM,15/Sep/18 5:45 AM,,,,,,,,,,,0,,,,,,"Reorganize the sysadmin procedures to clarify which sections and steps belong together. Include the same basics steps for the ""generic"" (non-SGX) procedure as in the current SGX procedure. Add new steps to both procedures for missing information. ",,achenette,,,,,,,,,,,,,,,,,,,,STL-1415,STL-1414,,,,,STL-1436,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1402,,,No,,,,Unset,No,,,"1|hzzqhj:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),2.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),achenette,,,,,,,,,,,,,,,,,,
Clarify Apache setup proc in 'Using a Proxy Server [for] REST API',STL-1433,33741,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,achenette,achenette,achenette,14/Sep/18 12:44 AM,26/Sep/18 8:33 AM,28/Oct/23 3:34 AM,26/Sep/18 8:33 AM,,,,,Documentation,,,,,,0,Documentation,,,,,"Edit content to clarify information.

 

Note: The technical updates are covered in STL-1447:
 * Change paths from `/tmp` to a less temporary location.
 * For password-file-creation step, explain how the password is hashed.
 * For `openssl` step, add a link to `letsencrypt.org`.
 * Change Apache and Sawtooth component startup steps to use `systemctl`.

 ",,achenette,,,,,,,,,,,,,,,,,,,,STL-1447,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1402,,,No,,,,Unset,No,,,"1|hzzqtr:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),1.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),achenette,,,,,,,,,,,,,,,,,,
Update config steps for non-SGX proc in Sys Admin Guide,STL-1434,33745,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,achenette,achenette,achenette,14/Sep/18 12:59 AM,27/Sep/18 5:10 PM,28/Oct/23 3:34 AM,27/Sep/18 5:10 PM,,,,,Documentation,,,,,,0,Documentation,,,,,"Determine the necessary config steps (based on the ref info config section) and add them to the SGX and non-SGX procedures.

Rework the existing ""Configuring Sawtooth"" section to clarify that it's reference information; move it to the end of the chapter.",,achenette,,,,,,,,,,,,,,,,,,,,,,,,,,STL-1436,STL-1459,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1402,,,No,,,,Unset,No,,,"1|hzzqtz:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),3.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),achenette,,,,,,,,,,,,,,,,,,
Add new consensus steps to SGX + non-SGX procedures,STL-1435,33746,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,achenette,achenette,achenette,14/Sep/18 1:05 AM,24/May/19 4:19 AM,28/Oct/23 3:34 AM,26/Sep/18 8:33 AM,,,,,Documentation,,,,,,0,Documentation,,,,,"* Download and install consensus engine(s)
 * Configure consensus in validator config file (new bind options)
 * Start consensus engine with other Sawtooth components

 ",,achenette,,,,,,,,,,,,,,,,,,,,STL-1351,,,,,,STL-1436,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1402,,,No,,,,Unset,No,,,"1|hzzquf:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),1.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),achenette,,,,,,,,,,,,,,,,,,
Determine how to handle SGX procedure in Sys Admin Guide,STL-1436,33747,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,achenette,achenette,achenette,14/Sep/18 2:30 AM,28/Sep/18 6:28 AM,28/Oct/23 3:34 AM,28/Sep/18 6:28 AM,,,,,Documentation,,,,,,0,,,,,,Research the existence (or lack) of a consensus engine for PoET SGX and update or remove the SGX procedure accordingly.,,achenette,,,,,,,,,,,,,,,,,,,,STL-1432,STL-1434,STL-1435,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1402,,,No,,,,Unset,No,,,"1|hzzqun:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),1.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),achenette,,,,,,,,,,,,,,,,,,
Implement support for membership changes after blocks are published,STL-1437,33748,,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,ltseeley,ltseeley,ltseeley,14/Sep/18 3:35 AM,21/Sep/18 11:30 PM,28/Oct/23 3:34 AM,21/Sep/18 11:30 PM,,,,,,,,,,,0,,,,,,,,ltseeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1400,,,No,,,,Unset,No,,,"1|hzzquv:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),2.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),ltseeley,,,,,,,,,,,,,,,,,,
Implement support for removing nodes,STL-1438,33749,,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,ltseeley,ltseeley,ltseeley,14/Sep/18 3:36 AM,21/Sep/18 11:30 PM,28/Oct/23 3:34 AM,21/Sep/18 11:30 PM,,,,,,,,,,,0,,,,,,,,ltseeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1400,,,No,,,,Unset,No,,,"1|hzzqv3:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),1.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),ltseeley,,,,,,,,,,,,,,,,,,
Integrate dynamic membership tests with Docker,STL-1439,33750,,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,ltseeley,ltseeley,ltseeley,14/Sep/18 3:37 AM,28/Sep/18 3:18 AM,28/Oct/23 3:34 AM,28/Sep/18 3:18 AM,,,,,,,,,,,0,,,,,,,,ltseeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1400,,,No,,,,Unset,No,,,"1|hzzry7:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),2.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),ltseeley,,,,,,,,,,,,,,,,,,
Optimize Duplicates & Dependency Check Using TXNs in Block,STL-1440,33753,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,boydjohnson,mfford,mfford,14/Sep/18 5:04 AM,16/Sep/18 11:42 PM,28/Oct/23 3:34 AM,16/Sep/18 11:42 PM,,,,,,,,,,,0,,,,,,The naive algorithim determines for one txns whether it satisfies the duplicates & dependency check. The optimizations in this task would do all of this at once.,,mfford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1401,,,No,,,,Unset,No,,,"1|hzxt0n:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),2.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),mfford,,,,,,,,,,,,,,,,,,
Optimize the Duplicates & Dependency Check Using Memoization,STL-1441,33754,,Improvement,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,boydjohnson,mfford,mfford,14/Sep/18 5:05 AM,21/May/19 11:33 PM,28/Oct/23 3:34 AM,,,,,,,,,,,,0,Needs-Review,,,,,Store the txns that have already been looked up in a fork as an optimization ,,mfford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,,,Unset,No,,,"1|hzzqu7:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),2.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),mfford,,,,,,,,"22/Sep/18 4:50 AM;mfford;Determined that this optimization is not necessary for performance;;;",,,,,,,,,,
Get Jenkins building and archiving sawtooth-raft packages,STL-1442,33755,,Task,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,rberg2,rberg2,rberg2,14/Sep/18 5:12 AM,18/Sep/18 2:18 AM,28/Oct/23 3:34 AM,18/Sep/18 2:18 AM,,,,,,,,,,,0,,,,,,,,rberg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1400,,,No,,,,Unset,No,,,"1|hzzqvr:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rberg2,,,,,,,,,,,,,,,,,,
Correct + reorg non-SGX install/config proc in Sys Admin Guide,STL-1443,33758,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,achenette,achenette,achenette,14/Sep/18 8:33 AM,26/Sep/18 8:33 AM,28/Oct/23 3:34 AM,26/Sep/18 8:33 AM,,,,,Documentation,,,,,,0,Documentation,,,,,"Collect the existing (separate) sections into one procedure.

Reorganize into the correct order.

Add missing steps: Generating keys, configuring services, etc. (Other JIRAs cover the missing steps for Sawtooth config and new consensus engine info.)",,achenette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1402,,,No,,,,Unset,No,,,"1|hzzqw7:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),5.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),achenette,,,,,,,,,,,,,,,,,,
Sawtooth Distro for Windows and Mac,STL-1444,33760,,Improvement,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,ryanbeck,honeyjills,honeyjills,14/Sep/18 2:56 PM,21/May/19 11:33 PM,28/Oct/23 3:34 AM,,,,,,Hyperledger,Packaging,sawtooth-core,,,,0,distributions,MacOs,Needs-Review,Packages,Windows,"Hello ,

I can see that there is an Ubuntu distro for Hyperledger Sawtooth (Deb Package) . Is the Windows and Mac distro within the milestone? Could you tell me when can i expect it ?

Kindly reply!
Good Day.",,honeyjills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,,,Unset,No,,,"1|hzzqwn:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),honeyjills,,,,,,,,,,,,,,,,,,
Update Configuring Permissions in Sys Admin Guide,STL-1445,33797,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,achenette,achenette,achenette,15/Sep/18 5:43 AM,29/Sep/18 1:09 AM,28/Oct/23 3:34 AM,29/Sep/18 1:09 AM,,,,,Documentation,,,,,,0,Documentation,,,,,,,achenette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1402,,,No,,,,Unset,No,,,"1|hzzr0n:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),3.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),achenette,,,,,,,,,,,,,,,,,,
Implement ROUTER_PROBE functionality for ZeroMQ,STL-1446,33800,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Low,Done,LeonardoCarvalho,LeonardoCarvalho,LeonardoCarvalho,15/Sep/18 10:40 PM,23/Mar/19 2:30 AM,28/Oct/23 3:34 AM,13/Nov/18 7:09 PM,,,,,Validator Networking,,,,,,0,,,,,," 

    Some topologies of ZeroMQ need a to use the {{ROUTER_PROBE}} flag to function properly, like [Majordomo|https://rfc.zeromq.org/spec:7/MDP/].

    Basically, on the receiving handler a test is done against an empty message, and the sockets IDs propagate immediately .

   ",,LeonardoCarvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,,,Unset,No,,,"1|hzzr1b:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),LeonardoCarvalho,,,,,,,,,,,,,,,,,,
Update rest-api auth section of sysadmin guide,STL-1447,33831,,Task,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,rberg2,rberg2,rberg2,18/Sep/18 2:20 AM,19/Sep/18 7:56 AM,28/Oct/23 3:34 AM,19/Sep/18 5:29 AM,,,,,,,,,,,0,,,,,,Update and test this section of the documentation.,,rberg2,,,,,,,,,,,,,,,,,,,,,,,,,,STL-1433,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1402,,,No,,,,Unset,No,,,"1|hzwugn:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rberg2,,,,,,,,,,,,,,,,,,
Validator fails to send all necessary BlockNew notifications in the event of a consensus engine crash,STL-1448,33834,,Bug,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,adamludvik,adamludvik,adamludvik,18/Sep/18 2:45 AM,21/Sep/18 8:02 AM,28/Oct/23 3:34 AM,21/Sep/18 8:02 AM,,,,,,,,,,,0,,,,,,"After a consensus engine crashes and re-registers with the validator, it does not receive BlockNew notifications continuously (consecutive block numbers on a given fork).",,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,,,Unset,No,,,"1|hzzr8f:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),adamludvik,,,,,,,,,,,,,,,,,,
Create Outline for Documenting Configuration and Deployment of Raft,STL-1449,33835,,Improvement,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,adamludvik,mfford,mfford,18/Sep/18 2:55 AM,19/Sep/18 1:10 AM,28/Oct/23 3:34 AM,19/Sep/18 1:10 AM,,,,,,,,,,,0,,,,,,Create an initial outline indicating the organization and items needed for documenting the configuration and deployment for Raft,,mfford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1400,,,No,,,,Unset,No,,,"1|hzwufr:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),1.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),mfford,,,,,,,,,,,,,,,,,,
Transaction executor wait invariably to post batches,STL-1450,33843,,Bug,Backlog,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,,shresthi,shresthi,shresthi,18/Sep/18 6:06 PM,21/May/19 11:33 PM,28/Oct/23 3:34 AM,,1.1,,,,REST API,Valdator Server,Validator Txn Execution,,,,0,Needs-Review,,,,,"Validator transaction executor wait invariably to post batches.

Steps to recreate bug.

1. Started services validator, settings-tp, intkey-tp and sawtooth-rest-api.
 2. Modified the transaction family name from “intkey” to “abcdef”.
 3. Posted batches 
 4. Response took approx. 5 min and posted batch in pending state.
 5. Changed family name back to “intkey”. 
 6. Posted batch with transaction family name as “intkey”. 
 7. Further posted batches for intkey TP, remain in pending status.
 8. “abcdef” transaction processor wait invariably. Intkey TP to post batches is not allowed.

Configured the validator for parallel transaction execution.
 Validator Transaction executor should handle any miss behavior from transaction processor (Traffic generator/ Intkey).

 ",,shresthi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18/Sep/18 5:55 PM;shresthi;Pending Response After 5 minutes.jpg;https://jira.hyperledger.org/secure/attachment/15827/Pending+Response+After+5+minutes.jpg","18/Sep/18 5:55 PM;shresthi;Renamed Intkey.jpg;https://jira.hyperledger.org/secure/attachment/15828/Renamed+Intkey.jpg",,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,,,Unset,No,,,"1|hzzra7:",,,,Unset,Unset,,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),shresthi,,,,,,,,"13/Oct/18 7:11 PM;shresthi;If transaction processor is renamed, then executor/ scheduler not allow to submit the transaction.
 Fixing this issue, will resolve STL-1167, STL-1373 and STL-1404.;;;",,,,,,,,,,
"Validator stops sending messages after ""'NoneType' object is not callable"" error",STL-1451,33850,,Bug,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,boydjohnson,ltseeley,ltseeley,18/Sep/18 11:42 PM,19/Sep/18 11:52 PM,28/Oct/23 3:34 AM,19/Sep/18 11:52 PM,,,,,Validator Networking,,,,,,0,,,,,,"When removing a node from a Raft network's membership, the leader's validator would report this error and stop sending all messages:

{{{{{{[03:04:13.950 [InterconnectThread-16] interconnect ERROR] An error occurred while sending heartbeat: 'NoneType' object is not callable}}}}}}
 {{ {{ {{Traceback (most recent call last):}}}}}}
 \{{ {{ {{ File ""/usr/lib/python3/dist-packages/sawtooth_validator/networking/interconnect.py"", line 576, in _monitor_disconnects}}}}}}
 \{{ {{ {{ self._check_connections()}}}}}}
 {{ {{ {{TypeError: 'NoneType' object is not callable}}}}}}

A node is removed from the Raft network's membership by removing it from the list of peers in the ""sawtooth.consensus.raft.peers"" setting. When this happens, the leader sends the change to all nodes and all nodes stop sending messages to or receiving messages from the removed node. The leader's validator then reports the above error and stops sending messages to or receiving messages from all other validators, while the remaining nodes continue operating properly and communicating amongst each other.",,ltseeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,,,Unset,No,,,"1|hzwuen:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),ltseeley,,,,,,,,,,,,,,,,,,
Update sawtooth grafana / influxdb documentation,STL-1452,33885,,Task,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,rberg2,rberg2,rberg2,19/Sep/18 4:18 AM,21/Sep/18 12:20 AM,28/Oct/23 3:34 AM,21/Sep/18 12:20 AM,,,,,,,,,,,0,,,,,,,,rberg2,SingRose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1402,,,No,,,,Unset,No,,,"1|hzzrgf:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rberg2,SingRose,,,,,,,,,,,,,,,,,
Implement applied state handling for Raft,STL-1453,33918,,New Feature,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,ltseeley,ltseeley,ltseeley,20/Sep/18 4:37 AM,21/Sep/18 6:29 AM,28/Oct/23 3:34 AM,21/Sep/18 6:29 AM,,,,,,,,,,,0,,,,,,"Extend the storage trait and implementations to save the index of the raft entry that corresponds to the last block that was committed, and set the ""applied"" attribute of the Raft config ([https://docs.rs/raft/0.3.1/raft/struct.Config.html#structfield.applied)] to this value when restarting.",,ltseeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1400,,,No,,,,Unset,No,,,"1|hzzrlr:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),1.0,Unset,,,,,,Unset,,Unset,,(Please add usage information),ltseeley,,,,,,,,,,,,,,,,,,
Update sawtooth sgx documentation,STL-1454,33929,,Task,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,rberg2,rberg2,rberg2,20/Sep/18 6:21 AM,26/Sep/18 2:48 AM,28/Oct/23 3:34 AM,26/Sep/18 2:48 AM,,,,,,,,,,,0,,,,,,Update the SGX doc with the known changes required for 1.1,,rberg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1402,,,No,,,,Unset,No,,,"1|hzwugv:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),rberg2,,,,,,,,,,,,,,,,,,
Raft engine hangs on restart,STL-1455,33955,,Bug,Complete,STL,Sawtooth,software,mfford,Hyperledger Sawtooth is a modular blockchain platform.,,Medium,Done,ltseeley,adamludvik,adamludvik,21/Sep/18 3:49 AM,21/Sep/18 6:29 AM,28/Oct/23 3:34 AM,21/Sep/18 6:29 AM,,,,,,,,,,,0,,,,,,"The raft engine fails to make progress after proposing a new block. You can reproduce the issue by starting up a single genesis validator, running workload for a bit, stopping workload and restarting the validator (stop, then up), then restarting workload.",,adamludvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,STL-1400,,,No,,,,Unset,No,,,"1|hzzrs7:",,,,Unset,Unset,Sprint 55,,,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),adamludvik,,,,,,,,,,,,,,,,,,
