Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Add TxValidationCode to ExecuteTxResponse,FABG-186,21220,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,bstasyszyn,bstasyszyn,bstasyszyn,02/Oct/17 11:42 PM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,03/Oct/17 4:19 AM,,,,,,,,0,,,The transaction validation code should be added to the ExecuteTxResponse so that the client knows the reason that the transaction failed.,,bstasyszyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyhzz:",,,,,,,,,,,,,,,,,,,,,,,,,,bstasyszyn,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Change errors pkg depend to 0.8.0,FABG-187,31621,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,04/Jul/18 12:08 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,04/Jul/18 3:25 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzzhfj:",,,,,,,,,,,,,,,,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Tool to import keys into HSM test fixture,FABG-188,26854,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,gbolo,troyronda,troyronda,17/Jan/18 4:29 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,18/Jan/18 7:54 AM,,,,,,,,0,,,,,gbolo,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzytmf:",,,,,,,,,,,,,,,,,,,,,,,,,,gbolo,troyronda,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,"17/Jan/18 7:37 AM;gbolo;[https://gerrit.hyperledger.org/r/16879]

simple tool
{code:java}
# prepare slot
softhsm2-util --init-token --label ForFabric --pin 98765432 --free --so-pin 1234

# tool options
./pkcs11helper -help
Usage of ./pkcs11helper:
  -action string
        list,import (default ""list"")
  -keyFile string
        path to pem encoded key you want to import (default ""contrib/testfiles/key.ec.pem"")
  -lib string
        Location of pkcs11 library (Defaults to a list of possible paths to libsofthsm2.so)
  -pin string
        Slot PIN (default ""98765432"")
  -slot string
        Slot Label (default ""ForFabric"")

# import ec key
./pkcs11helper -action import -keyFile contrib/testfiles/key.ec.pem
PKCS11 provider found specified slot label: ForFabric (slot: 0, index: 0)
Object was imported with CKA_LABEL:BCPUB1 CKA_ID:018f389d200e48536367f05b99122f355ba33572009bd2b8b521cdbbb717a5b5
Object was imported with CKA_LABEL:BCPRV1 CKA_ID:018f389d200e48536367f05b99122f355ba33572009bd2b8b521cdbbb717a5b5

# list objects
./pkcs11helper -action list
PKCS11 provider found specified slot label: ForFabric (slot: 0, index: 0)
+-------+-----------------+-----------+------------------------------------------------------------------+
| COUNT |    CKA CLASS    | CKA LABEL |                              CKA ID                              |
+-------+-----------------+-----------+------------------------------------------------------------------+
|   001 | CKO_PUBLIC_KEY  | BCPUB1    | 018f389d200e48536367f05b99122f355ba33572009bd2b8b521cdbbb717a5b5 |
|   002 | CKO_PRIVATE_KEY | BCPRV1    | 018f389d200e48536367f05b99122f355ba33572009bd2b8b521cdbbb717a5b5 |
+-------+-----------------+-----------+------------------------------------------------------------------+
Total objects found (max 50): 2
{code};;;",,,,,,,,,,,
SDK Go : support for cauthdsl.AcceptAllPolicy,FABG-189,31146,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,sudeshrshetty,sudeshrshetty,19/Jun/18 1:25 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,21/Jun/18 11:24 PM,,,,,,,,0,,,FIx for issue 'N must be greater than 0' when `cauthdsl.AcceptAllPolicy` is used,,sudeshrshetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzzf7b:",,,,,,,,,,,,,,,,,,,,,,,,,,sudeshrshetty,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Client TLS cert/key pair must allow for combos of pem & path,FABG-190,26176,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,Baha-sk,Baha-sk,20/Dec/17 6:48 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,09/Jan/18 12:40 AM,,,,,,,,0,,,"currently, client TLS cert/key pairs are either both embedded in the config or both loaded from a file path. Allow the config to load a cert pem embedded while the key is loaded from a file path and vice versa",,Baha-sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyref:",,,,,,,,,,,,,,,,,,,,,,,,,,Baha-sk,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Cleanup logs in fabric-sdk-go,FABG-191,20963,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,sudeshrshetty,sudeshrshetty,sudeshrshetty,23/Sep/17 12:14 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,03/Oct/17 12:50 AM,,,,,,,,0,,,"ERROR - don't log, just return

INFO, WARNING - must not log sensitive data

DEBUG/TRACE - keep as it is",,sudeshrshetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyh3z:",,,,,,,,,,,,,,,,,,,,,,,,,,sudeshrshetty,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Disable test cache by default,FABG-192,31391,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,troyronda,troyronda,27/Jun/18 4:18 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,27/Jun/18 10:44 PM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzzgav:",,,,,,,,,,,,,,,,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Printf missing new lines,FABG-193,30841,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,02/Jun/18 4:10 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,16/Jun/18 3:25 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzzdqn:",,,,,,,,,,,,,,,,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Go SDK support of Deliver service from peer,FABG-194,24036,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,High,Done,bstasyszyn,wlahti,wlahti,21/Nov/17 12:25 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,13/Mar/18 8:54 AM,,,,,,,,0,A&D,,,,wlahti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-7022,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwzlr:",,,,,,,,,,,,,,,,,,,,,,,,,,wlahti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDK-Go : Removing functions with *WithOpts postfix ,FABG-195,27204,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,sudeshrshetty,sudeshrshetty,sudeshrshetty,30/Jan/18 1:38 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,30/Jan/18 6:10 AM,,,,,,,,0,,,pattren used for fabsdk options will be reused here,,sudeshrshetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyuxb:",,,,,,,,,,,,,,,,,,,,,,,,,,sudeshrshetty,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Import Discovery Client Local Peers Query,FABG-196,29429,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,bstasyszyn,bstasyszyn,bstasyszyn,17/Apr/18 3:11 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,17/Apr/18 5:16 AM,,,,,,,,0,,,,,bstasyszyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzz64f:",,,,,,,,,,,,,,,,,,,,,,,,,,bstasyszyn,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Lock dependency version and reduce freq,FABG-197,31728,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,07/Jul/18 5:34 AM,25/Jan/19 10:22 AM,28/Oct/23 3:24 AM,25/Jan/19 10:22 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABG-466,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzzi47:",,,,,,,,,,,,,,,,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Add ChangeLog.md file to track SDK GO's changes,FABG-198,20984,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,Baha-sk,Baha-sk,Baha-sk,26/Sep/17 1:11 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,26/Sep/17 11:53 PM,,,,,,,,0,,,,,Baha-sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwzhj:",,,,,,,,,,,,,,,,,,,,,,,,,,Baha-sk,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Go SDK - Configurable Timeouts,FABG-199,21223,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,sudeshrshetty,sudeshrshetty,sudeshrshetty,03/Oct/17 12:51 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,15/Nov/17 5:59 AM,,,,,,,,0,,,"- for install, instantiate, invoke, commit, etc.",,sudeshrshetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyi0f:",,,,,,,,,,,,,,,,,,,,,,,,,,sudeshrshetty,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Update CI to v1.1.0-preview,FABG-200,23702,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,troyronda,troyronda,02/Nov/17 5:16 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,17/Dec/17 3:47 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzym5b:",,,,,,,,,,,,,,,,,,,,,,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDK Go: Enable go get from repo root,FABG-201,16879,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,troyronda,troyronda,19/May/17 7:46 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,19/May/17 10:02 PM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABG-133,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxonz:",,,,,,,,,,,,,,,,,,,,,,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minimize interface surface,FABG-202,18949,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,troyronda,troyronda,05/Jul/17 12:59 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,20/Mar/18 5:38 AM,,,,,,,,0,,,"(Accept interfaces and return structs)



Remove setters/getters/adders from interfaces.",,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyypz:",,,,,,,,,,,,,,,,,,,,,,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resolve target vs URL,FABG-203,18856,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,troyronda,troyronda,30/Jun/17 10:03 PM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,17/Dec/17 3:56 AM,,,,,,,,1,,,"The Go SDK is using only target (host:port) as URL, whereas Node is adding the prefix ""grpc://"" or ""grpcs://"".",,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzx40v:",,,,,,,,,,,,,,,,,,,,,,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split transaction APIs into their own package,FABG-204,18871,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,01/Jul/17 6:09 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,05/Jul/17 4:23 AM,,,,,,,,0,,,"Note: After this patch, need to revisit how Peer is being passed into channel (e.g. AddPeer). Should use a scoped-down interface there too (FAB-5144).",,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABG-146,,,,,,,,,,,,,,,,,,,,,,,,"1|hzx3xr:",,,,,,,,,,,,,,,,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
SDK Go: Fix devstable CI error (Error Code: 20 - Authorization failure),FABG-205,30480,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,sudeshrshetty,sudeshrshetty,sudeshrshetty,22/May/18 11:17 PM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,01/Jun/18 10:06 AM,,,,,,,,0,,,,,sudeshrshetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzzbl3:",,,,,,,,,,,,,,,,,,,,,,,,,,sudeshrshetty,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,"22/May/18 11:17 PM;sudeshrshetty;Cause : fabric-ca update --> [https://gerrit.hyperledger.org/r/#/c/21743/]   is not backward compatible

 ;;;","22/May/18 11:18 PM;sudeshrshetty;Fabric-ca changes are reverted --> [https://gerrit.hyperledger.org/r/#/c/22067/]

Still investigating;;;",,,,,,,,,,
Refactor SendTransactionProposal,FABG-206,19005,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,07/Jul/17 6:40 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,08/Jul/17 12:43 AM,,,,,,,,0,,,"SendTransactionProposal refactored similar to Node SDK:
 * SendTransactionProposal (and Query) now take struct parameters
 * SendTransactionProposal now creates and sends in one step
 * TransactionID struct now used (and returned)",,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzy71r:",,,,,,,,,,,,,,,,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
SDK Go - Move CreateAndJoin channel to test utils,FABG-207,17913,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,troyronda,troyronda,15/Jun/17 12:18 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,20/Mar/18 5:39 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyvo7:",,,,,,,,,,,,,,,,,,,,,,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Move third party protos to different namespace,FABG-208,22841,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,divyank,divyank,divyank,26/Oct/17 3:13 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,27/Oct/17 2:29 AM,,,,,,,,0,,,,,divyank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyl27:",,,,,,,,,,,,,,,,,,,,,,,,,,divyank,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
SDK Go: Endpoint config - Channels section is optional,FABG-209,30076,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,sudeshrshetty,sudeshrshetty,sudeshrshetty,10/May/18 4:55 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,01/Jun/18 10:06 AM,,,,,,,,0,,,"Fix for 


InvokeHandler execute failed: failed to retrieve channel config: could not get chConfig cache reference: failed to resolve opts from config: channel config not found: no Channel entityMatchers found",,sudeshrshetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzz9gf:",,,,,,,,,,,,,,,,,,,,,,,,,,sudeshrshetty,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Split up API interfaces into multiple packages,FABG-210,18845,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,30/Jun/17 10:15 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,05/Jul/17 4:23 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABG-144,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzx3xb:",,,,,,,,,,,,,,,,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Upgrade fabric-sdk-go to use fabric version v1.0.1,FABG-211,20371,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,,biljana.lukovic,biljana.lukovic,24/Aug/17 4:54 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,24/Aug/17 11:17 PM,,,,,,,,0,,,,,biljana.lukovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzye1j:",,,,,,,,,,,,,,,,,,,,,,,,,,biljana.lukovic,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,main,dependabot/go_modules/golang.org/x/net-0.7.0,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Mock Chaincode Daemon,FABG-212,31809,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,troyronda,troyronda,troyronda,12/Jul/18 12:26 PM,25/Jan/19 10:24 AM,28/Oct/23 3:24 AM,25/Jan/19 10:24 AM,,,,,,,,0,,,,,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,No,,,No,,,"1|hzzif3:",,,,Unset,,,,,,,,,,,Unset,,,,,,,,,,,troyronda,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Update third party pinning scripts for SDK-Go,FABG-213,26224,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,sudeshrshetty,sudeshrshetty,sudeshrshetty,21/Dec/17 5:22 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,09/Jan/18 6:10 AM,,,,,,,,0,,,,,sudeshrshetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyruf:",,,,,,,,,,,,,,,,,,,,,,,,,,sudeshrshetty,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
Remove Channel dependency from ChannelConfig,FABG-214,28161,,Task,Closed,FABG,Fabric SDK Go,software,troyronda,,,Medium,Done,divyank,divyank,divyank,02/Mar/18 1:38 AM,19/Jul/18 8:52 AM,28/Oct/23 3:24 AM,02/Mar/18 3:31 AM,,,,,,,,0,,,This change is in preparation of the deprecation of the old Channel interface,,divyank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyzl3:",,,,,,,,,,,,,,,,,,,,,,,,,,divyank,,,,,,,dependabot/go_modules/golang.org/x/crypto-0.1.0,dependabot/go_modules/test/performance/golang.org/x/net-0.7.0,dependabot/go_modules/golang.org/x/net-0.7.0,main,dependabot/go_modules/github.com/prometheus/client_golang-1.11.1,,,,,,,true,,,,,,,,,,,,
